BuoyID, Time, Date, Lat, Long, Alt, Speed, Dir, Fix, Sat
300034012917920,7:36:17.,8/4/2008,76.49116,-157.782938333333,-2.20759,0.3321,172.25,1,5
300034012022250,8:15:35.,8/4/2008,74.6530166666667,-172.387775,9.837129,1.5514,259.87,1,9
300034012815320,8:17:19.,8/4/2008,74.093435,-127.980086666667,-1.725212,0.4675,202.74,1,12
300034012917920,9:34:53.,8/4/2008,76.4888633333333,-157.779681666667,-3.98577,0.2964,163.60,1,6
300034012022250,10:15:01,8/4/2008,74.6537066666667,-172.416911666667,3.724868,0.4995,266.00,1,6
300034012815320,10:17:53,8/4/2008,74.0926683333333,-127.991671666667,-6.165237,4.7084,6.39,1,9
300034012917920,11:34:35,8/4/2008,76.48762,-157.763408333333,3.243535,0.5665,130.89,1,5
300034012022250,12:15:35,8/4/2008,74.6606216666667,-172.447786666667,5.89036,0.7159,332.21,1,5
300034012815320,12:17:30,8/4/2008,74.0959066666667,-128.006128333333,-6.604679,0.2959,270.06,1,6
300034012917920,13:41:55,8/4/2008,76.4816683333333,-157.73143,4.261246,0.5294,129.99,1,5
300034012022250,14:15:05,8/4/2008,74.6717,-172.452618333333,-4.106303,2.0286,34.44,1,5
300034012815320,14:17:29,8/4/2008,74.1023983333333,-128.017475,-6.78753,0.9016,224.71,1,8
300034012917920,15:35:05,8/4/2008,76.4724466666667,-157.714431666667,-10.45135,1.1825,160.14,1,5
300034012022250,16:15:35,8/4/2008,74.6769866666667,-172.436606666667,-6.350766,0.2604,69.39,1,8
300034012815320,16:17:26,8/4/2008,74.1086766666667,-128.02502,-2.912287,0.2212,203.89,1,8
300034012917920,17:36:49,8/4/2008,76.463235,-157.722425,-11.4744,0.9071,188.53,1,5
300034012917920,19:34:35,8/4/2008,76.4604216666667,-157.739095,-10.28265,0.9537,155.99,1,7
300034012022250,20:15:35,8/4/2008,74.675335,-172.441285,-9.088941,4.9359,247.85,1,8
300034012815320,20:17:27,8/4/2008,74.1131333333333,-128.028641666667,-4.450229,0.1495,282.68,1,6
300034012917920,21:34:53,8/4/2008,76.4599666666667,-157.743186666667,-7.479917,0.5072,286.88,1,5
300034012022250,22:15:39,8/4/2008,74.6801366666667,-172.466928333333,15.36673,0.7325,300.50,1,6
300034012815320,22:18:05,8/4/2008,74.1143583333333,-128.05478,16.98426,2.855,347.90,1,8
300034012917920,23:34:35,8/4/2008,76.4584416666667,-157.738348333333,-10.77506,0.2698,248.64,1,5
300034012022250,0:15:35.,8/5/2008,74.69172,-172.481816666667,14.33607,1.1411,306.12,1,5
300034012815320,0:17:36.,8/5/2008,74.1156516666667,-128.09897,-3.275845,1.499,225.44,1,6
300034012917920,1:34:53.,8/5/2008,76.4572416666667,-157.728788333333,-11.26787,0.3396,185.48,1,6
300034012022250,2:15:22.,8/5/2008,74.7032266666667,-172.476653333333,1.268255,0.3715,15.99,1,7
300034012815320,2:17:53.,8/5/2008,74.1201683333333,-128.150815,-11.89205,0.8765,303.40,1,8
300034012917920,3:35:05.,8/5/2008,76.4515616666667,-157.7115,-11.81776,1.517,152.64,1,6
300034012022250,4:15:37.,8/5/2008,74.7110616666667,-172.455983333333,-11.47897,0.4294,34.06,1,6
300034012815320,4:17:30.,8/5/2008,74.1283483333333,-128.18078,15.41885,0.3986,46.14,1,8
300034012917920,5:34:53.,8/5/2008,76.4424083333333,-157.709125,-11.43173,18.469,187.04,1,5
300034012022250,6:15:38.,8/5/2008,74.7146383333333,-172.44451,0.754971,0.367,306.93,1,5
300034012815320,6:17:50.,8/5/2008,74.1349766666667,-128.184926666667,2.876374,0.4185,0.00,1,11
300034012917920,7:35:05.,8/5/2008,76.4361083333333,-157.731621666667,-9.419559,0.3417,222.77,1,5
300034012022250,8:15:11.,8/5/2008,74.7175733333333,-172.449596666667,-4.623406,0.0464,43.52,1,7
300034012815320,8:17:47.,8/5/2008,74.1348083333333,-128.176168333333,15.59009,0.1439,151.52,1,12
300034012917920,9:34:25.,8/5/2008,76.4355666666667,-157.74847,8.219621,1.4895,287.37,1,6
300034012022250,10:15:59,8/5/2008,74.723605,-172.474481666667,-15.95121,0.7476,323.15,1,9
300034012815320,10:17:59,8/5/2008,74.12813,-128.182428333333,-8.797432,3.5428,317.98,1,8
300034012917920,11:44:04,8/5/2008,76.4349016666667,-157.759686666667,4.787595,0.1543,218.54,0,5
300034012815320,12:17:42,8/5/2008,74.1226966666667,-128.21163,-0.751298,0.5752,257.86,1,6
300034012022250,12:25:00,8/5/2008,74.7362283333333,-172.492783333333,-3.365143,0.6964,357.26,0,6
300034012917920,13:37:35,8/5/2008,76.435925,-157.768715,18.22134,0.6907,335.81,1,5
300034012022250,14:15:53,8/5/2008,74.7462633333333,-172.488146666667,-13.62912,0.5945,14.93,1,6
300034012815320,14:18:05,8/5/2008,74.1239466666667,-128.246505,1.042535,1.6125,14.45,1,7
300034012917920,15:34:59,8/5/2008,76.4379833333333,-157.760291666667,46.04828,0.3292,134.40,1,5
300034012022250,16:15:59,8/5/2008,74.7553333333333,-172.480233333333,-19.02859,0.674,19.11,1,8
300034012815320,16:18:05,8/5/2008,74.1289116666667,-128.267373333333,-8.900474,0.2784,341.20,1,8
300034012917920,17:35:05,8/5/2008,76.433095,-157.753728333333,40.38501,2.7951,197.98,1,5
300034012022250,18:15:53,8/5/2008,74.7618683333333,-172.468246666667,12.89972,5.6319,255.55,1,6
300034012815320,18:17:43,8/5/2008,74.1328583333333,-128.275855,0.606136,0.6525,354.06,1,9
300034012917920,19:35:05,8/5/2008,76.4267766666667,-157.767438333333,-15.96621,11.957,68.48,1,5
300034012022250,20:15:43,8/5/2008,74.7680383333333,-172.473388333333,27.17727,0.3967,337.73,1,8
300034012815320,20:17:48,8/5/2008,74.1327516666667,-128.284913333333,16.84994,0.3007,241.34,1,7
300034012917920,21:35:29,8/5/2008,76.4229533333333,-157.79486,2.103517,0.2006,246.65,1,5
300034012022250,22:16:05,8/5/2008,74.7768016666667,-172.486138333333,26.81785,2.7637,329.92,1,9
300034012815320,22:18:05,8/5/2008,74.12885,-128.311351666667,2.069313,0.5654,257.17,1,10
300034012917920,23:44:16,8/5/2008,76.42504,-157.81231,-15.82598,0.2415,304.83,0,4
300034012022250,0:16:08.,8/6/2008,74.78938,-172.497411666667,2.792722,1.2181,313.25,1,6
300034012815320,0:17:48.,8/6/2008,74.12726,-128.345041666667,-3.889633,1.1018,253.75,1,6
300034012917920,1:44:17.,8/6/2008,76.4275933333333,-157.814253333333,-14.75532,0.1282,70.58,0,3
300034012022250,2:16:05.,8/6/2008,74.8047116666667,-172.49598,-4.635664,0.748,358.91,1,7
300034012815320,2:18:00.,8/6/2008,74.1276166666667,-128.381356666667,-7.174634,0.3178,6.29,1,7
300034012917920,3:39:28.,8/6/2008,76.4281266666667,-157.807,-5.183644,0.1858,139.99,1,6
300034012022250,4:15:48.,8/6/2008,74.818535,-172.482458333333,6.640595,0.7088,20.60,1,6
300034012815320,4:18:29.,8/6/2008,74.1281016666667,-128.415136666667,-9.34903,7.3151,273.15,1,7
300034012917920,5:35:10.,8/6/2008,76.4238983333333,-157.806565,-2.02566,0.9279,204.76,1,5
300034012022250,6:15:38.,8/6/2008,74.827775,-172.465643333333,19.1244,0.141,252.38,1,6
300034012815320,6:17:55.,8/6/2008,74.1313083333333,-128.437098333333,-0.824532,0.4848,311.98,1,9
300034012917920,7:35:05.,8/6/2008,76.4189133333333,-157.822078333333,-5.883238,0.5543,212.24,1,7
300034012022250,8:15:39.,8/6/2008,74.83516,-172.463525,-3.238708,0.485,21.88,1,8
300034012815320,8:17:58.,8/6/2008,74.1346683333333,-128.447188333333,14.74282,0.5004,37.63,1,12
300034012917920,9:34:56.,8/6/2008,76.4164283333333,-157.849025,-3.713796,0.3348,270.19,1,8
300034012022250,10:15:38,8/6/2008,74.84533,-172.479681666667,11.47425,0.7616,324.00,1,7
300034012815320,10:18:29,8/6/2008,74.1340316666667,-128.458963333333,5.490378,0.3307,255.94,1,11
300034012917920,11:35:08,8/6/2008,76.4169583333333,-157.861751666667,0.595153,0.1348,257.23,1,5
300034012022250,12:16:11,8/6/2008,74.860245,-172.505115,11.40858,1.065,351.58,1,6
300034012815320,12:18:00,8/6/2008,74.1319833333333,-128.488541666667,4.035877,0.3017,281.75,1,7
300034012917920,13:44:20,8/6/2008,76.4169283333333,-157.860336666667,-3.148449,0.1135,131.32,0,4
